OTU ID	A2	B2	C2	D2	E2	F2	G2	taxonomy
OTU8210	0	0	1	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__CandidatusUdaeobacter;s__unculturedProsthecobactersp
OTU5146	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Blastocatellales;f__Blastocatellaceae;g__uncultured;s__unculturedGE
OTU8213	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup7;f__unculturedbacterium;g__unculturedbacterium;s__unculturedbacterium
OTU5147	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Ramlibacter;s__RamlibacterGE
OTU5150	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Skermanella;s__unculturedbacterium
OTU10328	0	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Conyzicola;s__ConyzicolaGE
OTU10340	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Noviherbaspirillum;s__NoviherbaspirillumGE
OTU5149	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Pajaroellobacter;s__unculturedbacterium
OTU8212	0	0	1	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__unculturedGE
OTU5148	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaIncertaeSedis;f__UnknownFamily;g__Acidibacter;s__AcidibacterGE
OTU10327	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__uncultured;s__unculturedbacterium
OTU2467	0	0	1	0	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured;s__metagenome
OTU10326	0	0	1	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101soilgroup;g__unculturedplanctomycete;s__unculturedplanctomycete
OTU8189	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillusgibsonii
OTU10330	0	0	1	0	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured;s__unculturedbacterium
OTU10329	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU8188	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU2445	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaIncertaeSedis;f__UnknownFamily;g__Acidibacter;s__unculturedproteobacterium
OTU8187	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter;s__StenotrophobacterGE
OTU8192	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__uncultured;s__unculturedGE
OTU2446	0	0	1	0	0	0	0	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Nostocales;f__Chroococcidiopsaceae;g__CrinaliumSAG2289;s__unculturedcyanobacterium
OTU2447	0	0	1	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__unculturedGE
OTU2448	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__unculturedRuminiclostridiumsp
OTU8184	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__unculturedbacterium
OTU8190	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SCI84;g__unculturedBurkholderialesbacterium;s__unculturedBurkholderialesbacterium
OTU10323	0	0	1	0	0	0	0	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__OxyphotobacteriaIncertaeSedis;f__UnknownFamily;g__LeptolyngbyaEcFYyyy00;s__unculturedbacterium
OTU2444	0	0	1	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__uncultured;s__unculturedbacterium
OTU2440	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Herminiimonas;s__HerminiimonasGE
OTU10325	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__UnknownOrder;f__UnknownFamily;g__Vicinamibacter;s__unculturedbacterium
OTU10324	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__CandidatusKoribacter;s__CandidatusKoribacterGE
OTU8183	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillusacidiceler
OTU10337	0	0	1	0	0	0	0	k__Bacteria;p__Latescibacteria;c__unculturedbacterium;o__unculturedbacterium;f__unculturedbacterium;g__unculturedbacterium;s__unculturedbacterium
OTU5161	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaIncertaeSedis;f__UnknownFamily;g__Acidibacter;s__metagenome
OTU10336	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Noviherbaspirillum;s__unculturedbacterium
OTU8185	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Solibacterales;f__SolibacteraceaeSubgroup3;g__Bryobacter;s__unculturedSolibacteraceaebacterium
OTU2442	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__unculturedbacterium
OTU5156	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillusfermentum
OTU5155	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Nitrosomonadaceae;g__Ellin6067;s__unculturedbetaproteobacterium
OTU8199	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__unculturedsoilbacterium
OTU10339	0	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Catenulisporales;f__Catenulisporaceae;g__Catenulispora;s__CatenulisporaGE
OTU5158	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__uncultured;g__unculturedAcidobacteriaceaebacterium;s__unculturedAcidobacteriaceaebacterium
OTU5157	0	0	1	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__NS1112marinegroup;g__metagenome;s__metagenome
OTU2454	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillusclausii
OTU8198	0	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Angustibacter;s__unculturedbacterium
OTU2453	0	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__uncultured;g__unculturedFA;s__unculturedFA
OTU5202	0	0	1	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__unculturedGE
OTU8201	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcusfaecalis
OTU2449	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Blastocatellales;f__Blastocatellaceae;g__Stenotrophobacter;s__unculturedbacterium
OTU5201	0	0	1	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__unculturedbacterium;s__unculturedbacterium
OTU10338	0	0	1	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__unculturedbacterium;s__unculturedbacterium
OTU5204	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__Subgroup6CL;f__Subgroup6CL;g__Subgroup6CL;s__Subgroup6CL
OTU8200	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Solibacterales;f__SolibacteraceaeSubgroup3;g__CandidatusSolibacter;s__unculturedbacterium
OTU10333	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup5;o__Subgroup5CL;f__Subgroup5CL;g__Subgroup5CL;s__Subgroup5CL
OTU8195	0	0	1	0	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__GemmatimonasGE
OTU10332	0	0	1	0	0	0	0	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__unculturedCandidatusSaccharibacteriabacterium;g__unculturedCandidatusSaccharibacteriabacterium;s__unculturedCandidatusSaccharibacteriabacterium
OTU8194	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillusamylolyticus
OTU10331	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__A21b;g__A21bFA;s__A21bFA
OTU8193	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__TRA320;g__metagenome;s__metagenome
OTU10335	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Noviherbaspirillum;s__NoviherbaspirillumGE
OTU5203	0	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__uncultured;g__unculturedFA;s__unculturedFA
OTU10334	0	0	1	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__CandidatusUdaeobacter;s__CandidatusUdaeobacterGE
OTU10469	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Solibacterales;f__SolibacteraceaeSubgroup3;g__CandidatusSolibacter;s__CandidatusSolibacterGE
OTU5196	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU10468	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU5200	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobactercalcoaceticus
OTU8197	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU2196	0	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__ArthrobacterGE
OTU8196	0	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__ConexibacterGE
OTU2195	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__DS100;f__unculturedsoilbacterium;g__unculturedsoilbacterium;s__unculturedsoilbacterium
OTU5199	0	0	1	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__CandidatusUdaeobacter;s__CandidatusUdaeobacterGE
OTU8120	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__BurkholderiaCaballeroniaParaburkholderia;s__BurkholderiaCaballeroniaParaburkholderiaGE
OTU2193	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__unculturedXanthomonadaceaebacterium
OTU2189	0	0	1	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__CandidatusUdaeobacter;s__unculturedSpartobacteriabacterium
OTU5198	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__uncultured;g__unculturedFA;s__unculturedFA
OTU5212	0	0	1	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__MucilaginibacterGE
OTU10471	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU2192	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Solimonadaceae;g__Polycyclovorans;s__unculturedbacterium
OTU2191	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__unculturedAcidobacterialesbacterium;f__unculturedAcidobacterialesbacterium;g__unculturedAcidobacterialesbacterium;s__unculturedAcidobacterialesbacterium
OTU8121	0	0	1	0	0	0	0	k__Bacteria;p__Patescibacteria;c__Parcubacteria;o__unculturedbacterium;f__unculturedbacterium;g__unculturedbacterium;s__unculturedbacterium
OTU5211	0	0	1	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__FlavobacteriumGE
OTU8115	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__unculturedAcidobacterialesbacterium;f__unculturedAcidobacterialesbacterium;g__unculturedAcidobacterialesbacterium;s__unculturedAcidobacterialesbacterium
OTU5206	0	0	1	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__Pirellula;s__unculturedPasteuriasp
OTU2203	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillusaerophilus
OTU5213	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__unculturedSphingomonadaceaebacterium
OTU2202	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Solibacterales;f__SolibacteraceaeSubgroup3;g__CandidatusSolibacter;s__CandidatusSolibacterGE
OTU2201	0	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinoallomurus;s__ActinoallomurusGE
OTU2198	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcusfaecalis
OTU2197	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Solibacterales;f__SolibacteraceaeSubgroup3;g__CandidatusSolibacter;s__unculturedAcidobacteriabacterium
OTU5205	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__uncultured;g__unculturedFA;s__unculturedFA
OTU5209	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU5208	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Noviherbaspirillum;s__unculturedbacterium
OTU5207	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__ListeriaGE
OTU5184	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Caenimonas;s__CaenimonasGE
OTU8118	0	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__MBA2108;o__MBA2108CL;f__MBA2108CL;g__MBA2108CL;s__MBA2108CL
OTU8117	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU8127	0	0	1	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__unculturedbacterium;s__unculturedbacterium
OTU2200	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU8126	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__BradyrhizobiumGE
OTU2199	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup5;o__unculturedAcidobacteriabacterium;f__unculturedAcidobacteriabacterium;g__unculturedAcidobacteriabacterium;s__unculturedAcidobacteriabacterium
OTU8125	0	0	1	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__C0119;f__unculturedbacterium;g__unculturedbacterium;s__unculturedbacterium
OTU10465	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Noviherbaspirillum;s__NoviherbaspirillumGE
OTU5185	0	0	1	0	0	0	0	k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__unculturedbacterium
OTU5180	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__XanthobacteraceaeFA;s__XanthobacteraceaeFA
OTU8129	0	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Angustibacter;s__unculturedbacterium
OTU5179	0	0	1	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Ignavibacteria;o__OPB56;f__unculturedbacterium;g__unculturedbacterium;s__unculturedbacterium
OTU2179	0	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteriaceae;g__Rubrobacter;s__unculturedActinomycetalesbacterium
OTU2180	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__BlastocatelliaSubgroup4;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__RB41GE
OTU8128	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Noviherbaspirillum;s__NoviherbaspirillumGE
OTU10467	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae;g__uncultured;s__deltaproteobacteriumLX33
OTU5183	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SCI84;g__unculturedbacterium;s__unculturedbacterium
OTU5182	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__Subgroup6CL;f__Subgroup6CL;g__Subgroup6CL;s__Subgroup6CL
OTU8123	0	0	1	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Pirellulales;f__Pirellulaceae;g__uncultured;s__metagenome
OTU8124	0	0	1	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Niastella;s__unculturedbacterium
OTU2177	0	0	1	0	0	0	0	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__SaccharimonadalesOR;g__SaccharimonadalesOR;s__SaccharimonadalesOR
OTU5181	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae;g__uncultured;s__unculturedsoilbacterium
OTU8114	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SCI84;g__SCI84FA;s__SCI84FA
OTU5192	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Subgroup2;f__unculturedbacterium;g__unculturedbacterium;s__unculturedbacterium
OTU2173	0	0	1	0	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured;s__unculturedGemmatimonadalesbacterium
OTU8100	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__AcidobacteriaceaeSubgroup1;g__Granulicella;s__unculturedAcidobacteriabacterium
OTU8099	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Solibacterales;f__SolibacteraceaeSubgroup3;g__CandidatusSolibacter;s__unculturedAcidobacteriabacterium
OTU2176	0	0	1	0	0	0	0	k__Bacteria;p__FBP;c__metagenome;o__metagenome;f__metagenome;g__metagenome;s__metagenome
OTU8103	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__Subgroup6CL;f__Subgroup6CL;g__Subgroup6CL;s__Subgroup6CL
OTU5191	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__uncultured;g__unculturedFA;s__unculturedFA
OTU8102	0	0	1	0	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured;s__unculturedGemmatimonadalesbacterium
OTU10478	0	0	1	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Segetibacter;s__unculturedbacterium
OTU2175	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillusfermentum
OTU2186	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__BIrii41;g__metagenome;s__metagenome
OTU10477	0	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Phycicoccus;s__PhycicoccusGE
OTU10472	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__EnterobacterGE
OTU10473	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__unculturedAcidobacteriabacterium;f__unculturedAcidobacteriabacterium;g__unculturedAcidobacteriabacterium;s__unculturedAcidobacteriabacterium
OTU2185	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Subgroup6;o__Subgroup6CL;f__Subgroup6CL;g__Subgroup6CL;s__Subgroup6CL
OTU5194	0	0	1	0	0	0	0	k__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__unculturedbacterium;s__unculturedbacterium
OTU5188	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__ListeriaGE
OTU2187	0	0	1	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillusprovencensis
OTU10476	0	0	1	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__FlavisolibacterGE
OTU10475	0	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__uncultured;g__unculturedFA;s__unculturedFA
OTU2188	0	0	1	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__CandidatusUdaeobacter;s__unculturedbacterium
OTU2184	0	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__uncultured;g__unculturedactinobacterium;s__unculturedactinobacterium
OTU5186	0	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Pseudarthrobacter;s__PseudarthrobacterGE
OTU8097	0	0	1	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__unculturedbacterium;s__unculturedbacterium
OTU2183	0	0	1	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Isosphaerales;f__Isosphaeraceae;g__Singulisphaera;s__unculturedbacterium
OTU5190	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Aquabacterium;s__AquabacteriumGE
OTU5362	0	0	1	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__uncultured;g__unculturedFA;s__unculturedFA
OTU5363	0	0	1	0	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__unculturedGemmatimonadetesbacterium
OTU10464	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__A0839;g__unculturedbacterium;s__unculturedbacterium
